FechaHora,TST_Horas,Azimut_Grados,Elevacion_Grados,Amanecer_Horas_Local,PuestaSol_Horas_Local,Mediodia_Horas_Local,Horas_Soleadas
2024-01-01 00:00:00,-0.52,-169.21,-48.26,5.93,19.12,12.52,13.19
2024-01-01 00:15:00,-0.27,-174.37,-48.77,5.93,19.12,12.52,13.19
2024-01-01 00:30:00,-0.02,-179.6,-48.96,5.93,19.12,12.52,13.19
2024-01-01 00:45:00,0.23,-175.16,-48.82,5.93,19.12,12.52,13.19
2024-01-01 01:00:00,0.48,-169.99,-48.36,5.93,19.12,12.52,13.19
2024-01-01 01:15:00,0.73,-164.97,-47.59,5.93,19.12,12.52,13.19
2024-01-01 01:30:00,0.98,-160.16,-46.52,5.93,19.12,12.52,13.19
2024-01-01 01:45:00,1.23,-155.59,-45.17,5.93,19.12,12.52,13.19
2024-01-01 02:00:00,1.48,-151.32,-43.58,5.93,19.12,12.52,13.19
2024-01-01 02:15:00,1.73,-147.33,-41.76,5.93,19.12,12.52,13.19
2024-01-01 02:30:00,1.98,-143.64,-39.74,5.93,19.12,12.52,13.19
2024-01-01 02:45:00,2.23,-140.24,-37.54,5.93,19.12,12.52,13.19
2024-01-01 03:00:00,2.48,-137.11,-35.19,5.93,19.12,12.52,13.19
2024-01-01 03:15:00,2.73,-134.24,-32.69,5.93,19.12,12.52,13.19
2024-01-01 03:30:00,2.98,-131.6,-30.08,5.93,19.12,12.52,13.19
2024-01-01 03:45:00,3.23,-129.18,-27.36,5.93,19.12,12.52,13.19
2024-01-01 04:00:00,3.48,-126.95,-24.56,5.93,19.12,12.52,13.19
2024-01-01 04:15:00,3.73,-124.9,-21.67,5.93,19.12,12.52,13.19
2024-01-01 04:30:00,3.98,-123.01,-18.71,5.93,19.12,12.52,13.19
2024-01-01 04:45:00,4.23,-121.27,-15.69,5.93,19.12,12.52,13.19
2024-01-01 05:00:00,4.48,-119.66,-12.62,5.93,19.12,12.52,13.19
2024-01-01 05:15:00,4.73,-118.16,-9.5,5.93,19.12,12.52,13.19
2024-01-01 05:30:00,4.98,-116.78,-6.33,5.93,19.12,12.52,13.19
2024-01-01 05:45:00,5.23,-115.49,-3.13,5.93,19.12,12.52,13.19
2024-01-01 06:00:00,5.48,-114.29,0.1,5.93,19.12,12.52,13.19
2024-01-01 06:15:00,5.73,-113.18,3.37,5.93,19.12,12.52,13.19
2024-01-01 06:30:00,5.98,-112.15,6.66,5.93,19.12,12.52,13.19
2024-01-01 06:45:00,6.23,-111.18,9.98,5.93,19.12,12.52,13.19
2024-01-01 07:00:00,6.48,-110.29,13.31,5.93,19.12,12.52,13.19
2024-01-01 07:15:00,6.73,-109.46,16.66,5.93,19.12,12.52,13.19
2024-01-01 07:30:00,6.98,-108.69,20.04,5.93,19.12,12.52,13.19
2024-01-01 07:45:00,7.23,-107.98,23.42,5.93,19.12,12.52,13.19
2024-01-01 08:00:00,7.48,-107.33,26.82,5.93,19.12,12.52,13.19
2024-01-01 08:15:00,7.73,-106.74,30.23,5.93,19.12,12.52,13.19
2024-01-01 08:30:00,7.98,-106.21,33.65,5.93,19.12,12.52,13.19
2024-01-01 08:45:00,8.23,-105.76,37.08,5.93,19.12,12.52,13.19
2024-01-01 09:00:00,8.48,-105.37,40.51,5.93,19.12,12.52,13.19
2024-01-01 09:15:00,8.73,-105.06,43.95,5.93,19.12,12.52,13.19
2024-01-01 09:30:00,8.98,-104.85,47.4,5.93,19.12,12.52,13.19
2024-01-01 09:45:00,9.23,-104.74,50.85,5.93,19.12,12.52,13.19
2024-01-01 10:00:00,9.48,-104.77,54.3,5.93,19.12,12.52,13.19
2024-01-01 10:15:00,9.73,-104.98,57.74,5.93,19.12,12.52,13.19
2024-01-01 10:30:00,9.98,-105.4,61.19,5.93,19.12,12.52,13.19
2024-01-01 10:45:00,10.23,-106.14,64.62,5.93,19.12,12.52,13.19
2024-01-01 11:00:00,10.48,-107.32,68.03,5.93,19.12,12.52,13.19
2024-01-01 11:15:00,10.73,-109.2,71.42,5.93,19.12,12.52,13.19
2024-01-01 11:30:00,10.98,-112.19,74.76,5.93,19.12,12.52,13.19
2024-01-01 11:45:00,11.23,-117.19,78.01,5.93,19.12,12.52,13.19
2024-01-01 12:00:00,11.48,-126.17,81.06,5.93,19.12,12.52,13.19
2024-01-01 12:15:00,11.73,-143.85,83.61,5.93,19.12,12.52,13.19
2024-01-01 12:30:00,11.98,-176.49,84.88,5.93,19.12,12.52,13.19
2024-01-01 12:45:00,12.23,-148.59,83.97,5.93,19.12,12.52,13.19
2024-01-01 13:00:00,12.48,-128.53,81.58,5.93,19.12,12.52,13.19
2024-01-01 13:15:00,12.73,-118.41,78.59,5.93,19.12,12.52,13.19
2024-01-01 13:30:00,12.98,-112.89,75.36,5.93,19.12,12.52,13.19
2024-01-01 13:45:00,13.23,-109.62,72.04,5.93,19.12,12.52,13.19
2024-01-01 14:00:00,13.48,-107.58,68.66,5.93,19.12,12.52,13.19
2024-01-01 14:15:00,13.73,-106.29,65.24,5.93,19.12,12.52,13.19
2024-01-01 14:30:00,13.98,-105.49,61.81,5.93,19.12,12.52,13.19
2024-01-01 14:45:00,14.23,-105.01,58.37,5.93,19.12,12.52,13.19
2024-01-01 15:00:00,14.48,-104.77,54.93,5.93,19.12,12.52,13.19
2024-01-01 15:15:00,14.73,-104.71,51.48,5.93,19.12,12.52,13.19
2024-01-01 15:30:00,14.98,-104.79,48.03,5.93,19.12,12.52,13.19
2024-01-01 15:45:00,15.23,-104.99,44.58,5.93,19.12,12.52,13.19
2024-01-01 16:00:00,15.48,-105.27,41.14,5.93,19.12,12.52,13.19
2024-01-01 16:15:00,15.73,-105.65,37.7,5.93,19.12,12.52,13.19
2024-01-01 16:30:00,15.98,-106.1,34.27,5.93,19.12,12.52,13.19
2024-01-01 16:45:00,16.23,-106.61,30.85,5.93,19.12,12.52,13.19
2024-01-01 17:00:00,16.48,-107.18,27.44,5.93,19.12,12.52,13.19
2024-01-01 17:15:00,16.73,-107.82,24.03,5.93,19.12,12.52,13.19
2024-01-01 17:30:00,16.98,-108.52,20.64,5.93,19.12,12.52,13.19
2024-01-01 17:45:00,17.23,-109.28,17.27,5.93,19.12,12.52,13.19
2024-01-01 18:00:00,17.48,-110.1,13.91,5.93,19.12,12.52,13.19
2024-01-01 18:15:00,17.73,-110.98,10.57,5.93,19.12,12.52,13.19
2024-01-01 18:30:00,17.98,-111.93,7.25,5.93,19.12,12.52,13.19
2024-01-01 18:45:00,18.23,-112.95,3.95,5.93,19.12,12.52,13.19
2024-01-01 19:00:00,18.48,-114.05,0.69,5.93,19.12,12.52,13.19
2024-01-01 19:15:00,18.73,-115.23,-2.56,5.93,19.12,12.52,13.19
2024-01-01 19:30:00,18.98,-116.5,-5.77,5.93,19.12,12.52,13.19
2024-01-01 19:45:00,19.23,-117.86,-8.94,5.93,19.12,12.52,13.19
2024-01-01 20:00:00,19.47,-119.33,-12.07,5.93,19.12,12.53,13.19
2024-01-01 20:15:00,19.72,-120.92,-15.16,5.93,19.12,12.53,13.19
2024-01-01 20:30:00,19.97,-122.64,-18.19,5.93,19.12,12.53,13.19
2024-01-01 20:45:00,20.22,-124.5,-21.16,5.93,19.12,12.53,13.19
2024-01-01 21:00:00,20.47,-126.51,-24.07,5.93,19.12,12.53,13.19
2024-01-01 21:15:00,20.72,-128.71,-26.89,5.93,19.12,12.53,13.19
2024-01-01 21:30:00,20.97,-131.09,-29.63,5.93,19.12,12.53,13.19
2024-01-01 21:45:00,21.22,-133.69,-32.27,5.93,19.12,12.53,13.19
2024-01-01 22:00:00,21.47,-136.52,-34.78,5.93,19.12,12.53,13.19
2024-01-01 22:15:00,21.72,-139.6,-37.17,5.93,19.12,12.53,13.19
2024-01-01 22:30:00,21.97,-142.95,-39.4,5.93,19.12,12.53,13.19
2024-01-01 22:45:00,22.22,-146.59,-41.46,5.93,19.12,12.53,13.19
2024-01-01 23:00:00,22.47,-150.52,-43.32,5.93,19.12,12.53,13.19
2024-01-01 23:15:00,22.72,-154.75,-44.96,5.93,19.12,12.53,13.19
2024-01-01 23:30:00,22.97,-159.27,-46.36,5.93,19.12,12.53,13.19
2024-01-01 23:45:00,23.22,-164.05,-47.48,5.93,19.12,12.53,13.19
2024-01-02 00:00:00,-0.53,-169.04,-48.31,5.94,19.12,12.53,13.18
2024-01-02 00:15:00,-0.28,-174.2,-48.83,5.94,19.12,12.53,13.18
2024-01-02 00:30:00,-0.03,-179.44,-49.03,5.94,19.12,12.53,13.18
2024-01-02 00:45:00,0.22,-175.3,-48.9,5.94,19.12,12.53,13.18
2024-01-02 01:00:00,0.47,-170.12,-48.45,5.94,19.12,12.53,13.18
2024-01-02 01:15:00,0.72,-165.09,-47.69,5.94,19.12,12.53,13.18
2024-01-02 01:30:00,0.97,-160.26,-46.62,5.94,19.12,12.53,13.18
2024-01-02 01:45:00,1.22,-155.68,-45.28,5.94,19.12,12.53,13.18
2024-01-02 02:00:00,1.47,-151.39,-43.7,5.94,19.12,12.53,13.18
2024-01-02 02:15:00,1.72,-147.39,-41.88,5.94,19.12,12.53,13.18
2024-01-02 02:30:00,1.97,-143.69,-39.86,5.94,19.12,12.53,13.18
2024-01-02 02:45:00,2.22,-140.27,-37.66,5.94,19.12,12.53,13.18
2024-01-02 03:00:00,2.47,-137.14,-35.31,5.94,19.12,12.53,13.18
2024-01-02 03:15:00,2.72,-134.25,-32.82,5.94,19.12,12.53,13.18
2024-01-02 03:30:00,2.97,-131.61,-30.21,5.94,19.12,12.53,13.18
2024-01-02 03:45:00,3.22,-129.18,-27.49,5.94,19.12,12.53,13.18
2024-01-02 04:00:00,3.47,-126.94,-24.69,5.94,19.12,12.53,13.18
2024-01-02 04:15:00,3.72,-124.89,-21.8,5.94,19.12,12.53,13.18
2024-01-02 04:30:00,3.97,-123.0,-18.84,5.94,19.12,12.53,13.18
2024-01-02 04:45:00,4.22,-121.25,-15.82,5.94,19.12,12.53,13.18
2024-01-02 05:00:00,4.47,-119.63,-12.75,5.94,19.12,12.53,13.18
2024-01-02 05:15:00,4.72,-118.13,-9.62,5.94,19.12,12.53,13.18
2024-01-02 05:30:00,4.97,-116.75,-6.46,5.94,19.12,12.53,13.18
2024-01-02 05:45:00,5.22,-115.46,-3.25,5.94,19.12,12.53,13.18
2024-01-02 06:00:00,5.47,-114.26,-0.02,5.94,19.12,12.53,13.18
2024-01-02 06:15:00,5.72,-113.14,3.25,5.94,19.12,12.53,13.18
2024-01-02 06:30:00,5.97,-112.1,6.54,5.94,19.12,12.53,13.18
2024-01-02 06:45:00,6.22,-111.14,9.86,5.94,19.12,12.53,13.18
2024-01-02 07:00:00,6.47,-110.24,13.19,5.94,19.12,12.53,13.18
2024-01-02 07:15:00,6.72,-109.4,16.55,5.94,19.12,12.53,13.18
2024-01-02 07:30:00,6.97,-108.63,19.92,5.94,19.12,12.53,13.18
2024-01-02 07:45:00,7.22,-107.92,23.31,5.94,19.12,12.53,13.18
2024-01-02 08:00:00,7.47,-107.26,26.7,5.94,19.12,12.53,13.18
2024-01-02 08:15:00,7.72,-106.67,30.12,5.94,19.12,12.53,13.18
2024-01-02 08:30:00,7.97,-106.14,33.54,5.94,19.12,12.53,13.18
2024-01-02 08:45:00,8.22,-105.67,36.97,5.94,19.12,12.53,13.18
2024-01-02 09:00:00,8.47,-105.27,40.4,5.94,19.12,12.53,13.18
2024-01-02 09:15:00,8.72,-104.96,43.85,5.94,19.12,12.53,13.18
2024-01-02 09:30:00,8.97,-104.74,47.3,5.94,19.12,12.53,13.18
2024-01-02 09:45:00,9.22,-104.62,50.75,5.94,19.12,12.53,13.18
2024-01-02 10:00:00,9.47,-104.63,54.19,5.94,19.12,12.53,13.18
2024-01-02 10:15:00,9.72,-104.82,57.65,5.94,19.12,12.53,13.18
2024-01-02 10:30:00,9.97,-105.23,61.09,5.94,19.12,12.53,13.18
2024-01-02 10:45:00,10.22,-105.94,64.53,5.94,19.12,12.53,13.18
2024-01-02 11:00:00,10.47,-107.07,67.95,5.94,19.12,12.53,13.18
2024-01-02 11:15:00,10.72,-108.89,71.34,5.94,19.12,12.53,13.18
2024-01-02 11:30:00,10.97,-111.79,74.69,5.94,19.12,12.53,13.18
2024-01-02 11:45:00,11.22,-116.65,77.95,5.94,19.12,12.53,13.18
2024-01-02 12:00:00,11.47,-125.38,81.01,5.94,19.12,12.53,13.18
2024-01-02 12:15:00,11.72,-142.68,83.61,5.94,19.12,12.53,13.18
2024-01-02 12:30:00,11.97,-175.27,84.95,5.94,19.12,12.53,13.18
2024-01-02 12:45:00,12.22,-149.02,84.1,5.94,19.12,12.53,13.18
2024-01-02 13:00:00,12.47,-128.5,81.71,5.94,19.12,12.53,13.18
2024-01-02 13:15:00,12.72,-118.26,78.71,5.94,19.12,12.53,13.18
2024-01-02 13:30:00,12.97,-112.71,75.49,5.94,19.12,12.53,13.18
2024-01-02 13:45:00,13.22,-109.44,72.15,5.94,19.12,12.53,13.18
2024-01-02 14:00:00,13.47,-107.41,68.77,5.94,19.12,12.53,13.18
2024-01-02 14:15:00,13.72,-106.13,65.36,5.94,19.12,12.53,13.18
2024-01-02 14:30:00,13.97,-105.34,61.92,5.94,19.12,12.53,13.18
2024-01-02 14:45:00,14.22,-104.87,58.48,5.94,19.12,12.53,13.18
2024-01-02 15:00:00,14.47,-104.63,55.03,5.94,19.12,12.53,13.18
2024-01-02 15:15:00,14.72,-104.58,51.58,5.94,19.12,12.53,13.18
2024-01-02 15:30:00,14.97,-104.67,48.13,5.94,19.12,12.53,13.18
2024-01-02 15:45:00,15.22,-104.87,44.68,5.94,19.12,12.53,13.18
2024-01-02 16:00:00,15.47,-105.16,41.24,5.94,19.12,12.53,13.18
2024-01-02 16:15:00,15.72,-105.53,37.8,5.94,19.12,12.53,13.18
2024-01-02 16:30:00,15.97,-105.98,34.36,5.94,19.12,12.53,13.18
2024-01-02 16:45:00,16.22,-106.5,30.94,5.94,19.12,12.53,13.18
2024-01-02 17:00:00,16.47,-107.08,27.52,5.94,19.12,12.53,13.18
2024-01-02 17:15:00,16.72,-107.71,24.12,5.94,19.12,12.53,13.18
2024-01-02 17:30:00,16.97,-108.41,20.73,5.94,19.12,12.53,13.18
2024-01-02 17:45:00,17.22,-109.17,17.35,5.94,19.12,12.53,13.18
2024-01-02 18:00:00,17.47,-109.99,13.99,5.94,19.12,12.53,13.18
2024-01-02 18:15:00,17.72,-110.87,10.65,5.94,19.12,12.53,13.18
2024-01-02 18:30:00,17.97,-111.82,7.33,5.94,19.12,12.53,13.18
2024-01-02 18:45:00,18.22,-112.84,4.03,5.94,19.12,12.53,13.18
2024-01-02 19:00:00,18.47,-113.94,0.76,5.94,19.12,12.53,13.18
2024-01-02 19:15:00,18.72,-115.11,-2.49,5.94,19.12,12.53,13.18
2024-01-02 19:30:00,18.97,-116.38,-5.7,5.94,19.12,12.53,13.18
2024-01-02 19:45:00,19.22,-117.74,-8.88,5.94,19.12,12.53,13.18
2024-01-02 20:00:00,19.47,-119.21,-12.01,5.94,19.12,12.53,13.18
2024-01-02 20:15:00,19.72,-120.8,-15.1,5.94,19.12,12.53,13.18
2024-01-02 20:30:00,19.97,-122.51,-18.14,5.94,19.12,12.53,13.18
2024-01-02 20:45:00,20.22,-124.37,-21.12,5.94,19.12,12.53,13.18
2024-01-02 21:00:00,20.47,-126.38,-24.03,5.94,19.12,12.53,13.18
2024-01-02 21:15:00,20.72,-128.57,-26.86,5.94,19.12,12.53,13.18
2024-01-02 21:30:00,20.97,-130.95,-29.6,5.94,19.12,12.53,13.18
2024-01-02 21:45:00,21.22,-133.54,-32.24,5.94,19.12,12.53,13.18
2024-01-02 22:00:00,21.47,-136.36,-34.77,5.94,19.12,12.53,13.18
2024-01-02 22:15:00,21.72,-139.44,-37.16,5.94,19.12,12.53,13.18
2024-01-02 22:30:00,21.97,-142.78,-39.4,5.94,19.12,12.53,13.18
2024-01-02 22:45:00,22.22,-146.42,-41.47,5.94,19.12,12.53,13.18
2024-01-02 23:00:00,22.47,-150.34,-43.34,5.94,19.12,12.53,13.18
2024-01-02 23:15:00,22.72,-154.57,-44.99,5.94,19.12,12.53,13.18
2024-01-02 23:30:00,22.97,-159.09,-46.4,5.94,19.12,12.53,13.18
2024-01-02 23:45:00,23.22,-163.87,-47.53,5.94,19.12,12.53,13.18
2024-01-03 00:00:00,-0.53,-168.86,-48.37,5.95,19.13,12.53,13.18
2024-01-03 00:15:00,-0.28,-174.03,-48.91,5.95,19.13,12.53,13.18
2024-01-03 00:30:00,-0.03,-179.29,-49.11,5.95,19.13,12.53,13.18
2024-01-03 00:45:00,0.22,-175.45,-48.99,5.95,19.13,12.53,13.18
2024-01-03 01:00:00,0.47,-170.25,-48.55,5.95,19.13,12.53,13.18
2024-01-03 01:15:00,0.72,-165.2,-47.79,5.95,19.13,12.53,13.18
2024-01-03 01:30:00,0.97,-160.36,-46.74,5.95,19.13,12.53,13.18
2024-01-03 01:45:00,1.22,-155.76,-45.4,5.95,19.13,12.53,13.18
2024-01-03 02:00:00,1.47,-151.46,-43.82,5.95,19.13,12.53,13.18
2024-01-03 02:15:00,1.72,-147.44,-42.01,5.95,19.13,12.53,13.18
2024-01-03 02:30:00,1.97,-143.73,-39.99,5.95,19.13,12.53,13.18
2024-01-03 02:45:00,2.22,-140.3,-37.79,5.95,19.13,12.53,13.18
2024-01-03 03:00:00,2.47,-137.15,-35.45,5.95,19.13,12.53,13.18
2024-01-03 03:15:00,2.72,-134.26,-32.95,5.95,19.13,12.53,13.18
2024-01-03 03:30:00,2.97,-131.61,-30.34,5.95,19.13,12.53,13.18
2024-01-03 03:45:00,3.22,-129.17,-27.62,5.95,19.13,12.53,13.18
2024-01-03 04:00:00,3.46,-126.93,-24.82,5.95,19.13,12.54,13.18
2024-01-03 04:15:00,3.71,-124.87,-21.93,5.95,19.13,12.54,13.18
2024-01-03 04:30:00,3.96,-122.97,-18.97,5.95,19.13,12.54,13.18
2024-01-03 04:45:00,4.21,-121.22,-15.95,5.95,19.13,12.54,13.18
2024-01-03 05:00:00,4.46,-119.6,-12.87,5.95,19.13,12.54,13.18
2024-01-03 05:15:00,4.71,-118.1,-9.75,5.95,19.13,12.54,13.18
2024-01-03 05:30:00,4.96,-116.71,-6.58,5.95,19.13,12.54,13.18
2024-01-03 05:45:00,5.21,-115.41,-3.38,5.95,19.13,12.54,13.18
2024-01-03 06:00:00,5.46,-114.21,-0.14,5.95,19.13,12.54,13.18
2024-01-03 06:15:00,5.71,-113.09,3.12,5.95,19.13,12.54,13.18
2024-01-03 06:30:00,5.96,-112.05,6.42,5.95,19.13,12.54,13.18
2024-01-03 06:45:00,6.21,-111.08,9.74,5.95,19.13,12.54,13.18
2024-01-03 07:00:00,6.46,-110.18,13.07,5.95,19.13,12.54,13.18
2024-01-03 07:15:00,6.71,-109.34,16.43,5.95,19.13,12.54,13.18
2024-01-03 07:30:00,6.96,-108.56,19.8,5.95,19.13,12.54,13.18
2024-01-03 07:45:00,7.21,-107.84,23.19,5.95,19.13,12.54,13.18
2024-01-03 08:00:00,7.46,-107.18,26.59,5.95,19.13,12.54,13.18
2024-01-03 08:15:00,7.71,-106.59,30.0,5.95,19.13,12.54,13.18
2024-01-03 08:30:00,7.96,-106.05,33.43,5.95,19.13,12.54,13.18
2024-01-03 08:45:00,8.21,-105.58,36.86,5.95,19.13,12.54,13.18
2024-01-03 09:00:00,8.46,-105.17,40.29,5.95,19.13,12.54,13.18
2024-01-03 09:15:00,8.71,-104.85,43.74,5.95,19.13,12.54,13.18
2024-01-03 09:30:00,8.96,-104.62,47.19,5.95,19.13,12.54,13.18
2024-01-03 09:45:00,9.21,-104.49,50.64,5.95,19.13,12.54,13.18
2024-01-03 10:00:00,9.46,-104.48,54.09,5.95,19.13,12.54,13.18
2024-01-03 10:15:00,9.71,-104.65,57.55,5.95,19.13,12.54,13.18
2024-01-03 10:30:00,9.96,-105.03,61.0,5.95,19.13,12.54,13.18
2024-01-03 10:45:00,10.21,-105.71,64.44,5.95,19.13,12.54,13.18
2024-01-03 11:00:00,10.46,-106.8,67.86,5.95,19.13,12.54,13.18
2024-01-03 11:15:00,10.71,-108.56,71.26,5.95,19.13,12.54,13.18
2024-01-03 11:30:00,10.96,-111.37,74.61,5.95,19.13,12.54,13.18
2024-01-03 11:45:00,11.21,-116.08,77.88,5.95,19.13,12.54,13.18
2024-01-03 12:00:00,11.46,-124.57,80.97,5.95,19.13,12.54,13.18
2024-01-03 12:15:00,11.71,-141.48,83.61,5.95,19.13,12.54,13.18
2024-01-03 12:30:00,11.96,-174.01,85.03,5.95,19.13,12.54,13.18
2024-01-03 12:45:00,12.21,-149.41,84.22,5.95,19.13,12.54,13.18
2024-01-03 13:00:00,12.46,-128.43,81.84,5.95,19.13,12.54,13.18
2024-01-03 13:15:00,12.71,-118.07,78.84,5.95,19.13,12.54,13.18
2024-01-03 13:30:00,12.96,-112.5,75.61,5.95,19.13,12.54,13.18
2024-01-03 13:45:00,13.21,-109.24,72.27,5.95,19.13,12.54,13.18
2024-01-03 14:00:00,13.46,-107.22,68.89,5.95,19.13,12.54,13.18
2024-01-03 14:15:00,13.71,-105.95,65.47,5.95,19.13,12.54,13.18
2024-01-03 14:30:00,13.96,-105.17,62.03,5.95,19.13,12.54,13.18
2024-01-03 14:45:00,14.21,-104.71,58.58,5.95,19.13,12.54,13.18
2024-01-03 15:00:00,14.46,-104.48,55.14,5.95,19.13,12.54,13.18
2024-01-03 15:15:00,14.71,-104.44,51.68,5.95,19.13,12.54,13.18
2024-01-03 15:30:00,14.96,-104.53,48.23,5.95,19.13,12.54,13.18
2024-01-03 15:45:00,15.21,-104.74,44.77,5.95,19.13,12.54,13.18
2024-01-03 16:00:00,15.46,-105.03,41.33,5.95,19.13,12.54,13.18
2024-01-03 16:15:00,15.71,-105.41,37.89,5.95,19.13,12.54,13.18
2024-01-03 16:30:00,15.96,-105.86,34.45,5.95,19.13,12.54,13.18
2024-01-03 16:45:00,16.21,-106.38,31.03,5.95,19.13,12.54,13.18
2024-01-03 17:00:00,16.46,-106.96,27.61,5.95,19.13,12.54,13.18
2024-01-03 17:15:00,16.71,-107.6,24.2,5.95,19.13,12.54,13.18
2024-01-03 17:30:00,16.96,-108.3,20.81,5.95,19.13,12.54,13.18
2024-01-03 17:45:00,17.21,-109.06,17.43,5.95,19.13,12.54,13.18
2024-01-03 18:00:00,17.46,-109.87,14.07,5.95,19.13,12.54,13.18
2024-01-03 18:15:00,17.71,-110.76,10.72,5.95,19.13,12.54,13.18
2024-01-03 18:30:00,17.96,-111.71,7.4,5.95,19.13,12.54,13.18
2024-01-03 18:45:00,18.21,-112.73,4.1,5.95,19.13,12.54,13.18
2024-01-03 19:00:00,18.46,-113.82,0.82,5.95,19.13,12.54,13.18
2024-01-03 19:15:00,18.71,-115.0,-2.43,5.95,19.13,12.54,13.18
2024-01-03 19:30:00,18.96,-116.26,-5.64,5.95,19.13,12.54,13.18
2024-01-03 19:45:00,19.21,-117.62,-8.82,5.95,19.13,12.54,13.18
2024-01-03 20:00:00,19.46,-119.08,-11.96,5.95,19.13,12.54,13.18
2024-01-03 20:15:00,19.71,-120.67,-15.06,5.95,19.13,12.54,13.18
2024-01-03 20:30:00,19.96,-122.38,-18.1,5.95,19.13,12.54,13.18
2024-01-03 20:45:00,20.21,-124.23,-21.08,5.95,19.13,12.54,13.18
2024-01-03 21:00:00,20.46,-126.23,-23.99,5.95,19.13,12.54,13.18
2024-01-03 21:15:00,20.71,-128.42,-26.83,5.95,19.13,12.54,13.18
2024-01-03 21:30:00,20.96,-130.79,-29.58,5.95,19.13,12.54,13.18
2024-01-03 21:45:00,21.21,-133.38,-32.23,5.95,19.13,12.54,13.18
2024-01-03 22:00:00,21.46,-136.19,-34.76,5.95,19.13,12.54,13.18
2024-01-03 22:15:00,21.71,-139.26,-37.16,5.95,19.13,12.54,13.18
2024-01-03 22:30:00,21.96,-142.61,-39.41,5.95,19.13,12.54,13.18
2024-01-03 22:45:00,22.21,-146.24,-41.48,5.95,19.13,12.54,13.18
2024-01-03 23:00:00,22.46,-150.16,-43.37,5.95,19.13,12.54,13.18
2024-01-03 23:15:00,22.71,-154.39,-45.03,5.95,19.13,12.54,13.18
2024-01-03 23:30:00,22.96,-158.9,-46.44,5.95,19.13,12.54,13.18
2024-01-03 23:45:00,23.21,-163.69,-47.59,5.95,19.13,12.54,13.18
2024-01-04 00:00:00,-0.54,-168.69,-48.44,5.96,19.13,12.54,13.17
2024-01-04 00:15:00,-0.29,-173.86,-48.98,5.96,19.13,12.54,13.17
2024-01-04 00:30:00,-0.04,-179.13,-49.2,5.96,19.13,12.54,13.17
2024-01-04 00:45:00,0.21,-175.59,-49.09,5.96,19.13,12.54,13.17
2024-01-04 01:00:00,0.46,-170.38,-48.66,5.96,19.13,12.54,13.17
2024-01-04 01:15:00,0.71,-165.31,-47.91,5.96,19.13,12.54,13.17
2024-01-04 01:30:00,0.96,-160.45,-46.86,5.96,19.13,12.54,13.17
2024-01-04 01:45:00,1.21,-155.84,-45.53,5.96,19.13,12.54,13.17
2024-01-04 02:00:00,1.46,-151.52,-43.95,5.96,19.13,12.54,13.17
2024-01-04 02:15:00,1.71,-147.49,-42.14,5.96,19.13,12.54,13.17
2024-01-04 02:30:00,1.96,-143.76,-40.12,5.96,19.13,12.54,13.17
2024-01-04 02:45:00,2.21,-140.32,-37.93,5.96,19.13,12.54,13.17
2024-01-04 03:00:00,2.46,-137.16,-35.58,5.96,19.13,12.54,13.17
2024-01-04 03:15:00,2.71,-134.26,-33.09,5.96,19.13,12.54,13.17
2024-01-04 03:30:00,2.96,-131.6,-30.48,5.96,19.13,12.54,13.17
2024-01-04 03:45:00,3.21,-129.16,-27.76,5.96,19.13,12.54,13.17
2024-01-04 04:00:00,3.46,-126.91,-24.95,5.96,19.13,12.54,13.17
2024-01-04 04:15:00,3.71,-124.84,-22.06,5.96,19.13,12.54,13.17
2024-01-04 04:30:00,3.96,-122.94,-19.1,5.96,19.13,12.54,13.17
2024-01-04 04:45:00,4.21,-121.19,-16.08,5.96,19.13,12.54,13.17
2024-01-04 05:00:00,4.46,-119.56,-13.01,5.96,19.13,12.54,13.17
2024-01-04 05:15:00,4.71,-118.06,-9.88,5.96,19.13,12.54,13.17
2024-01-04 05:30:00,4.96,-116.66,-6.71,5.96,19.13,12.54,13.17
2024-01-04 05:45:00,5.21,-115.36,-3.5,5.96,19.13,12.54,13.17
2024-01-04 06:00:00,5.46,-114.16,-0.27,5.96,19.13,12.54,13.17
2024-01-04 06:15:00,5.71,-113.04,3.0,5.96,19.13,12.54,13.17
2024-01-04 06:30:00,5.96,-111.99,6.29,5.96,19.13,12.54,13.17
2024-01-04 06:45:00,6.21,-111.02,9.61,5.96,19.13,12.54,13.17
2024-01-04 07:00:00,6.46,-110.11,12.95,5.96,19.13,12.54,13.17
2024-01-04 07:15:00,6.71,-109.27,16.31,5.96,19.13,12.54,13.17
2024-01-04 07:30:00,6.96,-108.49,19.68,5.96,19.13,12.54,13.17
2024-01-04 07:45:00,7.21,-107.76,23.07,5.96,19.13,12.54,13.17
2024-01-04 08:00:00,7.46,-107.1,26.47,5.96,19.13,12.54,13.17
2024-01-04 08:15:00,7.71,-106.5,29.89,5.96,19.13,12.54,13.17
2024-01-04 08:30:00,7.96,-105.95,33.31,5.96,19.13,12.54,13.17
2024-01-04 08:45:00,8.21,-105.47,36.75,5.96,19.13,12.54,13.17
2024-01-04 09:00:00,8.46,-105.06,40.19,5.96,19.13,12.54,13.17
2024-01-04 09:15:00,8.71,-104.73,43.63,5.96,19.13,12.54,13.17
2024-01-04 09:30:00,8.96,-104.48,47.09,5.96,19.13,12.54,13.17
